"feature","method","group1","group2","p_values","adj_method","p_adjust","description"
"K01462","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0289172734767678,"BH",0.0548041257241987,"PDF, def; peptide deformylase [EC:3.5.1.88]"
"K01464","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000586633399567219,"BH",0.00175463833709976,"DPYS, dht, hydA; dihydropyrimidinase [EC:3.5.2.2]"
"K01465","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0023530416949929,"BH",0.00597414782803027,"URA4, pyrC; dihydroorotase [EC:3.5.2.3]"
"K01466","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.01052074303397e-06,"BH",1.07006669919834e-05,"allB; allantoinase [EC:3.5.2.5]"
"K01467","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.70951366617595e-07,"BH",1.06342951481985e-05,"ampC; beta-lactamase class C [EC:3.5.2.6]"
"K01468","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.537683559044481,"BH",0.595934126417663,"hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]"
"K01469","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.00606387540705e-07,"BH",1.06342951481985e-05,"OPLAH, OXP1, oplAH; 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]"
"K01470","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.1163144600092,"BH",0.176733862774593,"E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]"
"K01473","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0149399192132823,"BH",0.030831483091924,"hyuA; N-methylhydantoinase A [EC:3.5.2.14]"
"K01474","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.309335495809715,"BH",0.397409781874688,"hyuB; N-methylhydantoinase B [EC:3.5.2.14]"
"K01476","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.156455049669538,"BH",0.227607303583946,"E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]"
"K01477","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00406975965809777,"BH",0.00984113088884201,"alc, ALLC; allantoicase [EC:3.5.3.4]"
"K01478","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0116761919622641,"BH",0.0251713807171358,"arcA; arginine deiminase [EC:3.5.3.6]"
"K01479","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0857169662775374,"BH",0.138312564964769,"hutG; formiminoglutamase [EC:3.5.3.8]"
"K01480","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.780871823620068,"BH",0.801326996362199,"speB; agmatinase [EC:3.5.3.11]"
"K01481","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.126361166851458,"BH",0.190073803320266,"E3.5.3.15; protein-arginine deiminase [EC:3.5.3.15]"
"K01482","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.03663166796123e-06,"BH",1.08107003542074e-05,"DDAH, ddaH; dimethylargininase [EC:3.5.3.18]"
"K01483","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000598983781900673,"BH",0.00178688768626358,"allA; ureidoglycolate lyase [EC:4.3.2.3]"
"K01484","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00170488664395164,"BH",0.00457222640174713,"astB; succinylarginine dihydrolase [EC:3.5.3.23]"
"K01485","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.76259300704293e-06,"BH",5.2777450214429e-05,"codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]"
"K01486","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00709702998390517,"BH",0.0162014683486311,"ade; adenine deaminase [EC:3.5.4.2]"
"K01487","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000388190101764994,"BH",0.00121616294026833,"E3.5.4.3, guaD; guanine deaminase [EC:3.5.4.3]"
"K01488","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00213810291334463,"BH",0.00557546119230361,"add, ADA; adenosine deaminase [EC:3.5.4.4]"
"K01489","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.931105733951446,"BH",0.935278641876729,"cdd, CDA; cytidine deaminase [EC:3.5.4.5]"
"K01491","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000187708089184567,"BH",0.000648782570333419,"folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]"
"K01492","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0465921812906397,"BH",0.0828790401516558,"purNH; phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.2 2.1.2.3]"
"K01493","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.49794273572936e-05,"BH",0.000260756891936871,"comEB; dCMP deaminase [EC:3.5.4.12]"
"K01494","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.100533703186234,"BH",0.156423897799271,"dcd; dCTP deaminase [EC:3.5.4.13]"
"K01495","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.47799762466882e-05,"BH",7.29571043813437e-05,"GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]"
"K01496","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.371678634612881,"BH",0.454850545330049,"hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]"
"K01497","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0470245029429091,"BH",0.083461149799417,"ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]"
"K01499","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",5.06041383129387e-05,"BH",0.000209527492130375,"mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]"
"K01501","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0137412038910523,"BH",0.0290775018725379,"E3.5.5.1; nitrilase [EC:3.5.5.1]"
"K01502","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.27069147867328e-06,"BH",2.70820472617909e-05,"E3.5.5.7; aliphatic nitrilase [EC:3.5.5.7]"
"K01505","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.33132766020471e-05,"BH",6.79936935760879e-05,"E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]"
"K01507","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.64469608354069,"BH",0.684764205575538,"ppa; inorganic pyrophosphatase [EC:3.6.1.1]"
"K01512","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.09266473277306e-05,"BH",5.81280631380282e-05,"acyP; acylphosphatase [EC:3.6.1.7]"
"K01515","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.13211207270292e-06,"BH",1.1142440690984e-05,"nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]"
"K01518","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.416479341412654,"BH",0.495283643243982,"NUDT2; bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]"
"K01519","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38289078107332e-07,"BH",1.05491763275985e-05,"ITPA; inosine triphosphate pyrophosphatase [EC:3.6.1.-]"
"K01520","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.05558834522463e-05,"BH",0.000245455095926211,"dut, DUT; dUTP pyrophosphatase [EC:3.6.1.23]"
"K01521","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.490926724606818,"BH",0.558352065454157,"cdh; CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]"
"K01523","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.161924349516076,"BH",0.233995318315589,"hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]"
"K01524","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0022988969786523,"BH",0.00585319564372773,"ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
"K01525","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0220828966754997,"BH",0.0435039428454513,"apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]"
"K01531","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.02712716360217e-05,"BH",0.00017130952887607,"mgtA, mgtB; P-type Mg2+ transporter [EC:7.2.2.14]"
"K01533","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0940874580392619,"BH",0.14859232139457,"copB; P-type Cu2+ transporter [EC:7.2.2.9]"
"K01534","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.397094465716508,"BH",0.478122019839374,"zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]"
"K01535","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.552723736756873,"BH",0.606847308791269,"PMA1, PMA2; H+-transporting ATPase [EC:7.1.2.1]"
"K01537","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0386099092161669,"BH",0.0706564956235354,"ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]"
"K01539","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0279743703699797,"BH",0.0532978806714551,"ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]"
"K01545","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0228051521780779,"BH",0.0446821496959991,"kdpF; potassium-transporting ATPase KdpF subunit"
"K01546","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0158545756006638,"BH",0.0325129379949416,"kdpA; potassium-transporting ATPase potassium-binding subunit"
"K01547","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00745793646963643,"BH",0.016937692261274,"kdpB; potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]"
"K01548","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000221863049786093,"BH",0.000751563829701552,"kdpC; potassium-transporting ATPase KdpC subunit"
"K01551","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.239747008502905,"BH",0.321923109433482,"arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]"
"K01555","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.30766695960589e-06,"BH",1.15419126350753e-05,"FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]"
"K01556","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.42959796481359,"BH",0.505504265107504,"KYNU, kynU; kynureninase [EC:3.7.1.3]"
"K01560","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00132850500288216,"BH",0.00365753532005736,"E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]"
"K01561","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.32446003058068e-06,"BH",1.69511888695853e-05,"dehH; haloacetate dehalogenase [EC:3.8.1.3]"
"K01563","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0467401243365774,"BH",0.0830713232837228,"dhaA; haloalkane dehalogenase [EC:3.8.1.5]"
"K01565","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.355985595205573,"BH",0.440575274522549,"SGSH; N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]"
"K01567","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.206516930749973,"BH",0.286039861940394,"pdaA; peptidoglycan-N-acetylmuramic acid deacetylase [EC:3.5.1.-]"
"K01569","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.154638814671057,"BH",0.225420820362799,"oxdD; oxalate decarboxylase [EC:4.1.1.2]"
"K01571","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0670655978836731,"BH",0.113046585410625,"oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]"
"K01572","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.15821102028591e-05,"BH",6.10449540067421e-05,NA
"K01573","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0266617332624886,"BH",0.0512109043502029,"oadG; oxaloacetate decarboxylase (Na+ extruding) subunit gamma"
"K01574","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.01470264272097e-06,"BH",2.06705188221069e-05,"adc; acetoacetate decarboxylase [EC:4.1.1.4]"
"K01575","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0293953301308141,"BH",0.0556253222904485,"alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]"
"K01576","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.09375268676835e-06,"BH",1.09341010325828e-05,"mdlC; benzoylformate decarboxylase [EC:4.1.1.7]"
"K01577","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.39649118682797e-06,"BH",2.75981760818696e-05,"oxc; oxalyl-CoA decarboxylase [EC:4.1.1.8]"
"K01578","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000967088672392128,"BH",0.00275459090186358,"MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]"
"K01579","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.4419319484599e-06,"BH",1.7566508816241e-05,"panD; aspartate 1-decarboxylase [EC:4.1.1.11]"
"K01580","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00028966760652704,"BH",0.000951774937860534,"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"
"K01581","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0130190252931496,"BH",0.0277079878281354,"E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]"
"K01582","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.22872128312529e-06,"BH",3.62533322191949e-05,"E4.1.1.18, ldcC, cadA; lysine decarboxylase [EC:4.1.1.18]"
"K01583","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0243764150957553,"BH",0.0473401061348248,"E4.1.1.19; arginine decarboxylase [EC:4.1.1.19]"
"K01584","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0972088133163514,"BH",0.152307918365936,"adiA; arginine decarboxylase [EC:4.1.1.19]"
"K01585","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00085621149492231,"BH",0.002466524137922,"speA; arginine decarboxylase [EC:4.1.1.19]"
"K01586","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",5.50410640488385e-06,"BH",3.25207220886324e-05,"lysA; diaminopimelate decarboxylase [EC:4.1.1.20]"
"K01588","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.82029742670103e-05,"BH",8.61443628170872e-05,"purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]"
"K01589","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.044817684659606,"BH",0.0801500830171528,"purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]"
"K01590","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000301457055104662,"BH",0.00098624571844722,"hdc, HDC; histidine decarboxylase [EC:4.1.1.22]"
"K01591","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.26322590599895e-05,"BH",0.00032186559711344,"pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]"
"K01593","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.16996810663024e-05,"BH",6.1593392198108e-05,"DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]"
"K01594","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.13999871447151e-05,"BH",9.84788368369386e-05,"CSAD; sulfinoalanine decarboxylase [EC:4.1.1.29]"
"K01595","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0113097148660427,"BH",0.0244468650827724,"ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]"
"K01596","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.71250351358204e-05,"BH",0.000196790922534189,"E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]"
"K01597","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00431108147770215,"BH",0.0103568979025029,"MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]"
"K01598","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00111009006602162,"BH",0.00310879790713797,"PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]"
"K01599","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",7.89947581745641e-05,"BH",0.000309815356787906,"hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]"
"K01601","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.23108401167451e-05,"BH",0.000178927870731871,"rbcL, cbbL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]"
"K01602","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.290453495048042,"BH",0.377802319883629,"rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]"
"K01607","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00283787229238618,"BH",0.00709571872375711,"pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]"
"K01608","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.14797660540575e-06,"BH",1.61357890929162e-05,"gcl; tartronate-semialdehyde synthase [EC:4.1.1.47]"
"K01609","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.20460820440191e-05,"BH",6.29083398417985e-05,"trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]"
"K01610","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0158822777215325,"BH",0.0325583806916935,"E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"
"K01611","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.35670238833899,"BH",0.441063132257455,"speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]"
"K01613","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.17913390618838e-05,"BH",0.000176895104536865,"psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]"
"K01615","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38615265267744e-07,"BH",1.05491763275985e-05,"gcdA; glutaconyl-CoA decarboxylase subunit alpha [EC:7.2.4.5]"
"K01616","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.38463708449402e-06,"BH",1.18433563898366e-05,"kgd; 2-oxoglutarate decarboxylase [EC:4.1.1.71]"
"K01617","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.82094725226326e-06,"BH",1.439074614621e-05,"dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]"
"K01619","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.726401904990235,"BH",0.755466822229309,"deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]"
"K01620","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00253009165625262,"BH",0.0063786489257396,"ltaE; threonine aldolase [EC:4.1.2.48]"
"K01621","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.281258469461179,"BH",0.367766430228887,"xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]"
"K01622","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0124152264320159,"BH",0.0265650886419811,"K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"
"K01623","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0598178790416131,"BH",0.102497812038718,"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"K01624","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.9598957042906e-07,"BH",1.07006669919834e-05,"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
"K01625","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",5.15938587509576e-06,"BH",3.08975574613707e-05,"eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]"
"K01626","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.524047167534802,"BH",0.58518439854326,"E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"K01627","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000206917225325092,"BH",0.00070706630958377,"kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]"
"K01628","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.53116358743743,"BH",0.590940562083533,"fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]"
"K01629","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0160362916987738,"BH",0.0328314136127038,"rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]"
"K01630","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.022518596707192,"BH",0.0442030515693797,"garL; 2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]"
"K01631","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000980589023583158,"BH",0.00278781724483862,"dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]"
"K01633","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.44448344938603e-06,"BH",2.29979636517231e-05,"folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]"
"K01635","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000223439519579725,"BH",0.000756154730617327,"lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]"
"K01637","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0414211535781724,"BH",0.0751373240972235,"E4.1.3.1, aceA; isocitrate lyase [EC:4.1.3.1]"
"K01638","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.122999825823811,"BH",0.1856129821924,"aceB, glcB; malate synthase [EC:2.3.3.9]"
"K01639","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.90208416941492e-06,"BH",2.52960145871222e-05,"E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase [EC:4.1.3.3]"
"K01640","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00237011474042218,"BH",0.00601414415943802,"E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]"
"K01641","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.86004774320632e-05,"BH",0.000164869018260284,"E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]"
