,Kingdom,Phylum,Class,Order,Family,Genus,Species
Seq1055,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,NA
Seq1056,Bacteria,NA,NA,NA,NA,NA,NA
Seq1057,Bacteria,NA,NA,NA,NA,NA,NA
Seq1058,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,NA,NA,NA
Seq1059,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq1060,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured marine bacterium,NA
Seq1061,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
Seq1062,Bacteria,NA,NA,NA,NA,NA,NA
Seq1063,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes/Chlorobi group bacterium,NA
Seq1064,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq1065,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
Seq1067,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1068,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1069,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured Flavobacterium sp.,NA
Seq1070,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1071,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq1072,Bacteria,NA,NA,NA,NA,NA,NA
Seq1073,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1074,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Seq1075,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1076,Bacteria,NA,NA,NA,NA,NA,NA
Seq1077,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1078,Bacteria,NA,NA,NA,NA,NA,NA
Seq1079,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq1080,Bacteria,NA,NA,NA,NA,NA,NA
Seq1081,Bacteria,NA,NA,NA,NA,NA,NA
Seq1082,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq1083,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA
Seq1084,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1085,Bacteria,NA,NA,NA,NA,NA,NA
Seq1086,Bacteria,Marinimicrobia (SAR406 clade),unidentified marine bacterioplankton,NA,NA,NA,NA
Seq1087,Bacteria,NA,NA,NA,NA,NA,NA
Seq1088,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
Seq1089,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea spongiae
Seq1090,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq1091,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,uncultured marine group II euryarchaeote DeepAnt-JyKC7,NA,NA
Seq1092,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,NA
Seq1093,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
Seq1094,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
Seq1095,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
Seq1096,Bacteria,NA,NA,NA,NA,NA,NA
Seq1097,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq1098,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02 marine group,marine metagenome
Seq1099,Bacteria,NA,NA,NA,NA,NA,NA
Seq1100,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1101,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
Seq1102,Bacteria,NA,NA,NA,NA,NA,NA
Seq1103,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1104,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,NA
Seq1105,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1106,Bacteria,NA,NA,NA,NA,NA,NA
Seq1107,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,NA,NA,NA
Seq1108,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
Seq1110,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,uncultured bacterium KM3-69-F5,NA,NA
Seq1111,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
Seq1112,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
Seq1113,Bacteria,NA,NA,NA,NA,NA,NA
Seq1114,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 317 str. F0108
Seq1115,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
Seq1116,Bacteria,Acidobacteriota,Subgroup 26,NA,NA,NA,NA
Seq1117,Bacteria,NA,NA,NA,NA,NA,NA
Seq1118,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
Seq1119,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,NA
Seq1120,Bacteria,Chloroflexi,N9D0,marine metagenome,NA,NA,NA
Seq1121,Bacteria,NB1-j,hydrothermal vent metagenome,NA,NA,NA,NA
Seq1122,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,uncultured organism,NA,NA
Seq1123,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,seawater metagenome,NA
Seq1124,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,uncultured marine eukaryote,NA,NA
Seq1125,Bacteria,NA,NA,NA,NA,NA,NA
Seq1126,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1127,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Seq1128,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,NA,NA,NA
Seq1129,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,bacterium RFB D08,NA,NA
Seq1130,Bacteria,NB1-j,uncultured marine bacterium,NA,NA,NA,NA
Seq1131,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,NA
Seq1132,Bacteria,NA,NA,NA,NA,NA,NA
Seq1133,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq1134,Bacteria,NA,NA,NA,NA,NA,NA
Seq1135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq1136,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
Seq1137,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
Seq1138,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA003-E22,NA,NA,NA,NA
Seq1139,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,uncultured eubacterium WD297
Seq1140,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1141,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA
Seq1142,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured marine microorganism,NA
Seq1143,Bacteria,NA,NA,NA,NA,NA,NA
Seq1144,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,uncultured marine microorganism,NA,NA
Seq1145,Bacteria,NA,NA,NA,NA,NA,NA
Seq1146,Bacteria,NA,NA,NA,NA,NA,NA
Seq1147,Bacteria,NA,NA,NA,NA,NA,NA
Seq1148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq1149,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,Bacteroidetes bacterium ANT9285
Seq1150,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
Seq1151,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1152,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1153,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Seq1154,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,NA
Seq1155,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1156,Bacteria,NA,NA,NA,NA,NA,NA
Seq1157,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
Seq1158,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
Seq1159,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,NA,NA
Seq1160,Bacteria,Myxococcota,Polyangia,Polyangiales,NA,NA,NA
Seq1161,Bacteria,NA,NA,NA,NA,NA,NA
Seq1163,Bacteria,NA,NA,NA,NA,NA,NA
Seq1164,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1165,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine microorganism,NA,NA,NA,NA
Seq1166,Bacteria,NA,NA,NA,NA,NA,NA
Seq1167,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
Seq1168,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,NA
Seq1169,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,NA
Seq1170,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
Seq1172,Bacteria,NA,NA,NA,NA,NA,NA
Seq1173,Bacteria,NA,NA,NA,NA,NA,NA
Seq1174,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
Seq1175,Bacteria,NA,NA,NA,NA,NA,NA
Seq1176,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
Seq1177,Bacteria,NA,NA,NA,NA,NA,NA
Seq1178,Bacteria,NA,NA,NA,NA,NA,NA
Seq1179,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
Seq1180,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1181,Bacteria,NA,NA,NA,NA,NA,NA
Seq1182,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira maritima
Seq1183,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1184,Bacteria,NA,NA,NA,NA,NA,NA
Seq1185,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02 marine group,uncultured planctomycete
Seq1186,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
Seq1187,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq1188,Bacteria,NA,NA,NA,NA,NA,NA
Seq1189,Bacteria,NA,NA,NA,NA,NA,NA
Seq1190,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,uncultured Flavobacterium sp.
Seq1191,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1192,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
Seq1193,Bacteria,NA,NA,NA,NA,NA,NA
Seq1194,Bacteria,NA,NA,NA,NA,NA,NA
Seq1195,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
Seq1196,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,NA,NA,NA
Seq1197,Bacteria,Planctomycetota,Pla3 lineage,marine metagenome,NA,NA,NA
Seq1198,Bacteria,NA,NA,NA,NA,NA,NA
Seq1200,Bacteria,Marinimicrobia (SAR406 clade),uncultured Marinimicrobia bacterium HF4000_22B16,NA,NA,NA,NA
Seq1202,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq1203,Bacteria,NA,NA,NA,NA,NA,NA
Seq1204,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1205,Bacteria,Planctomycetota,BD7-11,uncultured Planctomycetaceae bacterium,NA,NA,NA
Seq1206,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,NA
Seq1207,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq1208,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
Seq1209,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,uncultured CFB groupbacterium NAC60-3
Seq1210,Bacteria,NA,NA,NA,NA,NA,NA
Seq1211,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
Seq1212,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1213,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1214,Bacteria,NA,NA,NA,NA,NA,NA
Seq1215,Bacteria,NA,NA,NA,NA,NA,NA
Seq1216,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Seq1217,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,NA
Seq1218,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1219,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1220,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1221,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
Seq1223,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA
Seq1224,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq1225,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,NA
Seq1226,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1227,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Cryomorphaceae bacterium IMCC11233
Seq1228,Bacteria,Desulfobacterota,Desulfuromonadia,NA,NA,NA,NA
Seq1229,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7,NA
Seq1230,Bacteria,NA,NA,NA,NA,NA,NA
Seq1231,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
Seq1232,Bacteria,NA,NA,NA,NA,NA,NA
Seq1233,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Gemmatirosa kalamazoonesis
Seq1234,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
Seq1235,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
Seq1236,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq1237,Bacteria,Proteobacteria,Gammaproteobacteria,MBAE14,NA,NA,NA
Seq1238,Unassigned,NA,NA,NA,NA,NA,NA
Seq1241,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,NA,NA,NA
Seq1242,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
Seq1243,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
Seq1244,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq1245,Bacteria,NA,NA,NA,NA,NA,NA
Seq1246,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus sp.
Seq1247,Bacteria,NA,NA,NA,NA,NA,NA
Seq1248,Bacteria,NA,NA,NA,NA,NA,NA
Seq1249,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
Seq1250,Bacteria,NA,NA,NA,NA,NA,NA
Seq1251,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Seq1252,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq1253,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq1254,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1255,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq1256,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1257,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
Seq1258,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1259,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1260,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq1261,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq1262,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,uncultured marine bacterium 440,NA
Seq1263,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq1264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
Seq1266,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
Seq1267,Bacteria,NA,NA,NA,NA,NA,NA
Seq1268,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,NA,NA
Seq1269,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,NA
Seq1270,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
Seq1271,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq1272,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1273,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq1274,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Seq1275,Bacteria,NA,NA,NA,NA,NA,NA
Seq1276,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
Seq1277,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,seawater metagenome,NA
Seq1278,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
Seq1279,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq1280,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,NA
Seq1281,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,NA
Seq1282,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
Seq1283,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1284,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
Seq1285,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured,uncultured marine bacterium
Seq1286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq1287,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
Seq1288,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq1289,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
Seq1290,Bacteria,NA,NA,NA,NA,NA,NA
Seq1291,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq1292,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Oceanicoccus,NA
Seq1293,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
Seq1294,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1295,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured sediment bacterium,NA,NA
Seq1296,Bacteria,Planctomycetota,Pla3 lineage,marine metagenome,NA,NA,NA
Seq1297,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA
Seq1298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq1299,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured marine bacterium
Seq1300,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
Seq1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
Seq1302,Bacteria,NA,NA,NA,NA,NA,NA
Seq1303,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured marine microorganism
Seq1304,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1305,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Seq1306,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
Seq1307,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq1308,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,bacterium DG977
Seq1309,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured marine bacterium
Seq1310,Bacteria,NA,NA,NA,NA,NA,NA
Seq1311,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA
Seq1312,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured,marine metagenome
Seq1313,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Seq1314,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq1315,Bacteria,Planctomycetota,BD7-11,uncultured Planctomycetaceae bacterium,NA,NA,NA
Seq1316,Bacteria,NA,NA,NA,NA,NA,NA
Seq1317,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
Seq1318,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq1319,Bacteria,Planctomycetota,OM190,uncultured Planctomyces sp.,NA,NA,NA
Seq1320,Bacteria,NA,NA,NA,NA,NA,NA
Seq1321,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
Seq1322,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
Seq1323,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq1324,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,NA
Seq1325,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Seq1326,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA
Seq1327,Bacteria,NA,NA,NA,NA,NA,NA
Seq1328,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,uncultured Verrucomicrobia bacterium
Seq1329,Bacteria,NA,NA,NA,NA,NA,NA
Seq1330,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA
Seq1331,Bacteria,NA,NA,NA,NA,NA,NA
Seq1332,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,NA
Seq1333,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA003-E22,NA,NA,NA,NA
Seq1334,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,NA
Seq1335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq1336,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,NA
Seq1337,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
Seq1338,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,NA
Seq1339,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
Seq1340,Bacteria,NA,NA,NA,NA,NA,NA
Seq1341,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
Seq1342,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,unidentified marine bacterioplankton,NA
Seq1343,Bacteria,NA,NA,NA,NA,NA,NA
Seq1344,Bacteria,NA,NA,NA,NA,NA,NA
Seq1345,Bacteria,NA,NA,NA,NA,NA,NA
Seq1346,Bacteria,NA,NA,NA,NA,NA,NA
Seq1347,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq1348,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
Seq1349,Bacteria,NA,NA,NA,NA,NA,NA
